id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-01867,2025-08-29,,Infraestructura,RED,media,correo,usuario010@lafortuna.com.co,No carga el sistema desde la sede sur,,en proceso,0
TK-01158,09-Jun-2025,11-Jul-2025,Aplicaciones,Incidentes,Crítica,Mesa de ayuda,usuario162@lafortuna.com.co,Caída total del sistema en la sede principal,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00954,06-Mar-2026,,Comercial,Acceso,ALTA,Teléfono,usuario043@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,0
TK-00675,11/05/2026,,Comercial,conectividad,Alta,Mesa de ayuda,usuario101@lafortuna.com.co,Muy lenta la conexión en la bodega,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00141,21-Jun-2026,,Calidad,Incidente,Critica,Mesa de ayuda,usuario155@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00713,12/01/2026,,Calidad,Nomina,3-Baja,Teléfono,usuario015@lafortuna.com.co,Solicito certificado laboral con salario,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,
TK-00346,17-May-2026,,Infraestructura,Informes,Alta,Telefono,,El reporte no incluye la sede nueva,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,
TK-01090,28-Abr-2026,2026-06-09,Contabilidad,Nómina,MEDIA,Mesa de ayuda,usuario080@lafortuna.com.co,Error en el descuento de la quincena,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-01805,09/05/2026,,Contabilidad,Capacitacion,Alta,Teléfono,usuario109@lafortuna.com.co,Necesito material del curso de la semana pasada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01920,27/04/2025,,Contabilidad,Equipos,1-Alta,correo,usuario023@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,1
TK-01154,26/02/2025,26-Feb-2025,Operaciones,informes,alta,formulario,usuario098@lafortuna.com.co,El informe muestra cifras distintas al sistema,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-01820,2025-04-22,29/05/2025,Contabilidad,accesos,Alta,correo,usuario115@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-00767,07-May-2026,,Calidad,Nomina,1-Alta,Correo,usuario024@lafortuna.com.co,Solicito certificado laboral con salario,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00092,08/12/2025,,Aplicaciones,VACACIONES,baja,Mesa de ayuda,usuario109@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00999,14-Nov-2025,,Calidad,Otros,Baja,Formulario web,usuario151@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00823,12/02/2025,,Talento Humano,HARDWARE,ALTA,Formulario web,usuario115@lafortuna.com.co,El teclado dejó de responder,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01777,11/05/2025,,Calidad,viaticos,2-Media,correo,usuario035@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,Requerimiento remitido por la jefatura del área para gestión.,abierto,
TK-00284,2025-08-26,2025-09-28,Comercial,capacitacion,Baja,correo,usuario163@lafortuna.com.co,Necesito material del curso de la semana pasada,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00079,29-Oct-2025,15-Nov-2025,Aplicaciones,Software,Media,formulario,usuario024@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01549,16-Abr-2026,,Contabilidad,Software,3-Baja,correo,usuario150@lafortuna.com.co,Error al guardar el formulario de ingreso,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01013,2026-01-17,,Infraestructura,Aplicaciones,Media,Mesa de ayuda,usuario149@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-00384,2025-11-29,11/01/2026,Infraestructura,Equipos,CRITICA,Formulario web,,Necesito un monitor adicional para el puesto,,REABIERTO,2
TK-00294,05-Ene-2026,2026-01-16,Calidad,Hardware,baja,correo,usuario125@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,2
TK-01529,2025-02-11,02/03/2025,Calidad,Gestión de accesos,CRITICA,Telefono,usuario056@lafortuna.com.co,No puedo entrar al sistema Centrica,,CERRADO,0
TK-01229,2025-04-09,22/04/2025,,,alta,Correo,usuario035@lafortuna.com.co,Pendiente por definir,,en proceso,0
TK-00267,14-May-2025,2025-06-17,Compras,red,3-Baja,Formulario web,usuario041@lafortuna.com.co,La VPN se desconecta cada media hora,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,0
TK-01292,2025-11-08,,Aplicaciones,Compras,MEDIA,Teléfono,usuario069@lafortuna.com.co,Estado de la orden de compra 4471,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,2
TK-00790,28/04/2026,01/05/2026,Compras,OTROS,Alta,Telefono,usuario024@lafortuna.com.co,Pendiente por definir,,Reabierto,1
TK-01319,29-May-2025,,Compras,Compras,MEDIA,Correo,,Necesito cotización para equipos de la bodega,,REABIERTO,2
TK-01698,03-Jul-2025,21-Jul-2025,Compras,Nómina,MEDIA,correo,usuario028@lafortuna.com.co,Error en el descuento de la quincena,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00656,06/05/2026,,Compras,Software,Media,Telefono,usuario137@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,3
TK-01833,15-Jul-2025,,Aplicaciones,Incidente,ALTA,Formulario web,usuario065@lafortuna.com.co,Caída total del sistema en la sede principal,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-01130,29/05/2026,,Operaciones,vacaciones,Media,Mesa de ayuda,usuario013@lafortuna.com.co,Cuántos días tengo acumulados,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00249,2025-09-19,,Infraestructura,Informes,Critica,Teléfono,usuario130@lafortuna.com.co,El reporte no incluye la sede nueva,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-00336,2025-08-25,,Compras,Incidente,Baja,Teléfono,usuario120@lafortuna.com.co,Caída total del sistema en la sede principal,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,
TK-00460,02-Ene-2026,11/01/2026,Contabilidad,Sin clasificar,Crítica,Mesa de ayuda,usuario161@lafortuna.com.co,Pendiente por definir,,CERRADO,0
TK-01634,2026-03-21,,Infraestructura,red,ALTA,correo,usuario036@lafortuna.com.co,La VPN se desconecta cada media hora,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-01300,23-Mar-2026,14/04/2026,Comercial,Software,1-Alta,Telefono,usuario042@lafortuna.com.co,Necesito que instalen el visor de planos,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-01440,01/04/2025,,Talento Humano,Órdenes de compra,baja,formulario,usuario171@lafortuna.com.co,Estado de la orden de compra 4471,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01537,01-Feb-2025,12/03/2025,Talento Humano,Incidentes,Media,Mesa de ayuda,usuario046@lafortuna.com.co,Se cayó el servicio de facturación,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-00672,14/09/2025,,Compras,Vacaciones,media,Mesa de ayuda,usuario150@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,1
TK-00354,2025-08-28,,Infraestructura,Órdenes de compra,Critica,Mesa de ayuda,usuario054@lafortuna.com.co,Estado de la orden de compra 4471,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01049,10/03/2025,2025-03-22,Comercial,ACCESOS,media,Correo,usuario158@lafortuna.com.co,No puedo entrar al sistema Centrica,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-00480,13/01/2026,,Operaciones,Incidente,2-Media,Correo,usuario128@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01697,2026-05-21,04-Jun-2026,Compras,Equipos,media,Correo,usuario159@lafortuna.com.co,Necesito un monitor adicional para el puesto,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00661,26-Ago-2025,,Compras,equipos,Baja,formulario,usuario045@lafortuna.com.co,El portátil no enciende desde ayer,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00127,20/07/2025,2025-08-02,Comercial,equipos,2-Media,correo,usuario178@lafortuna.com.co,La impresora de la sede norte imprime rayada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-00730,03-Mar-2026,27/03/2026,Calidad,nomina,2-Media,Mesa de ayuda,usuario137@lafortuna.com.co,Error en el descuento de la quincena,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,0
TK-01178,2025-08-15,26/09/2025,Infraestructura,Conectividad,MEDIA,correo,usuario068@lafortuna.com.co,No carga el sistema desde la sede sur,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01780,28/01/2026,,Compras,Accesos,Baja,formulario,usuario073@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01113,2025-01-06,17/01/2025,Contabilidad,HARDWARE,CRITICA,correo,usuario098@lafortuna.com.co,La impresora de la sede norte imprime rayada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-01757,19-May-2025,28/06/2025,Operaciones,Software,2-Media,correo,usuario014@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00579,2025-05-05,,Comercial,otros,MEDIA,Mesa de ayuda,usuario075@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01279,18/07/2025,,Comercial,incidente,Media,formulario,usuario130@lafortuna.com.co,Caída total del sistema en la sede principal,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00038,2025-05-17,,Comercial,OTROS,media,Correo,usuario121@lafortuna.com.co,Solicitud varias,,en proceso,0
TK-00746,11-Jul-2025,,Talento Humano,VACACIONES,MEDIA,correo,usuario178@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00158,09/07/2025,,Comercial,reportes,1-Alta,Telefono,usuario029@lafortuna.com.co,El informe muestra cifras distintas al sistema,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00538,09-Jul-2025,,Calidad,Capacitación,CRITICA,Teléfono,usuario127@lafortuna.com.co,Necesito material del curso de la semana pasada,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-01817,25/04/2025,22-May-2025,Calidad,Gestión de accesos,1-Alta,Teléfono,usuario122@lafortuna.com.co,Solicito permiso al módulo de cartera,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-00466,14-May-2026,06/06/2026,Calidad,software,1-Alta,formulario,usuario099@lafortuna.com.co,Necesito que instalen el visor de planos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00299,2026-02-13,30/03/2026,Calidad,Ordenes de compra,CRITICA,Correo,usuario162@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-01093,03/08/2025,,Comercial,Sin clasificar,MEDIA,Teléfono,usuario037@lafortuna.com.co,Pendiente por definir,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01199,12/02/2026,,Comercial,RED,Baja,Mesa de ayuda,usuario096@lafortuna.com.co,La VPN se desconecta cada media hora,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,
TK-01773,29/05/2025,2025-07-11,Infraestructura,viaticos,1-Alta,Mesa de ayuda,usuario035@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,,Cerrado,0
TK-00239,2025-11-03,2025-11-20,Contabilidad,aplicaciones,Crítica,Formulario web,usuario130@lafortuna.com.co,La versión instalada no coincide con la del área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,1
TK-00597,06/02/2026,,Contabilidad,Informes,Crítica,Telefono,usuario171@lafortuna.com.co,Solicito exportar el listado a Excel,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,1
TK-01608,2025-10-08,,Infraestructura,accesos,ALTA,Telefono,usuario103@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00166,19-Ago-2025,30/08/2025,Contabilidad,SOFTWARE,alta,formulario,usuario016@lafortuna.com.co,La versión instalada no coincide con la del área,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-00230,2025-12-22,,Talento Humano,conectividad,Alta,Formulario web,usuario110@lafortuna.com.co,Sin internet en el segundo piso,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,3
TK-01447,31/05/2026,09-Jun-2026,Comercial,reportes,Critica,formulario,usuario091@lafortuna.com.co,El reporte no incluye la sede nueva,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,1
TK-00022,20/06/2026,2026-07-31,Contabilidad,equipos,alta,Teléfono,usuario088@lafortuna.com.co,Necesito un monitor adicional para el puesto,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,3
